entity,attribute,answer,question
复颜清乳柔肤水,产品规格,175ml,复颜清乳柔肤水的产品是多少规格？
丽江古城竹苑酒店,客房总数,44 间（套）,丽江古城竹苑酒店有多少间客房？
宋金sj-838,产品功率,1000w,宋金sj-838的产品功率是多大？
梵蒂冈之谜,资费提示,完全免费,梵蒂冈之谜的资费提示是什么？
提前录取,学校,解放军院校，武警院校,提前录取的学校有哪些？
联力pc-c39,机箱结构,matx,联力pc-c39的机箱是什么结构？
主观抽样,缺点,代表性难以判断，不能推论,主观抽样有什么缺点?
ztz-96a,生产商,中国北方工业（集团）总公司[4],ztz-96a的生产商是哪？
长岗村,地处,含山县铜闸镇西部,长岗村地处什么地方？
帕拉南,人口（2007）,"10,491",帕拉南2007年有多少人？
永兴镇,地标建筑,东经118°15′—118°26′，北纬27°50′—28°01′,永兴镇的地标建筑位于哪？
韩宜邦,相关团体,丸子(已解散),韩宜邦属于哪个团体？
激光超声波清洗机,技术,一种新型的清洗技术,激光超声波清洗机是一种怎样的技术？
三元新区,车位总数,：充足,三元新区的车位总数充足吗？
塞德里克·亨德森,登录身高,6英尺8英寸（2.03米）,塞德里克·亨德森的身高有多高？
塞德里克·亨德森,登录体重,210英磅（95千克）,塞德里克·亨德森记录的是多少斤？
clamp,作品,《圣传》《翼年代记》《x》等,clamp有哪些作品？
任家庄村,党员,43人,任家庄村有多少名党员？
2012埃及开罗博览会,展会时间,2012.03.11-2012.03.22,2012埃及开罗博览会的展会何时开始何时结束？
广东省人民政府办公厅转发教育部关于进一步做好进城务工就业农民子女义务教育工作意见的通知,发文单位,广东省人民政府办公厅,《广东省人民政府办公厅转发教育部关于进一步做好进城务工就业农民子女义务教育工作意见的通知》是哪个单位发行的？
照美冥,别名（绰号）,照美メイ（てるみ メイ）、terumi mei,你会叫照美冥什么绰号？
南塞河村,知名产业,种植业、养殖业、林业,南塞河村有哪些产业比较出名？
茅盾,其他成就,"新文化运动先驱,中国革命文艺奠基人",茅盾除此之外还获得哪些成就？
雷锋：一个小兵与一个大国,asin,b007t4f8r0,《雷锋：一个小兵与一个大国》的asin是什么？
白水河,发源地,贵州省六枝特区二塘,白水河发源于哪？
万圣节前夜,流行地区,英语国家基督教徒,万圣节前夜流行于哪些地方？
公平,词义,公正而不偏袒,公平是什么意思？
巴金,笔名,鸣希、bakin、马拉、吞风等,巴金的笔名都有哪些？
宾得q7套机(5-15mm),有效像素,1240万,你知道宾得q7套机(5-15mm)的有效像素是多少吗？
红色警戒2：核战争,注意,游戏比较贴近现实,《红色警戒2：核战争》需要注意什么？
走近天津实用英语手册,装 帧,平装,《走近天津实用英语手册》属于哪种装帧？
直行标志,外形,圆框,直行标志的外形是什么样？
罗技z103,音箱类型,电脑音箱,罗技z103是什么类型的音箱？
芍药枳实散,处方来源,《不知医必要》卷三,芍药枳实散处方来自哪里？
进击的巨人,册数,15册（2014年12月） 15册（2015年1月）,《进击的巨人》的册数是多少？
胞嘧啶,中文别名,6-氨基-2-羰基嘧啶,胞嘧啶的别名是什么？
和谐号crh5型电力动车组,数量,crh5a：1列8厢,和谐号crh5型电力动车组的数量是多少？
左归丸原方,规 格,每10粒重1g,左归丸原方的规格是怎样？
康美霜,基础,天然荷尔蒙前驱疗法,康美霜是基于什么基础？
张亮,学位/学历,哲学博士,张亮是什么学历的？
帕罗洛,场上位置,前卫,帕罗洛在场上负责哪个位置？
超级qq,开发公司,腾讯,《超级qq》是哪个公司开发的？
《寻秦记》,主要演员,古天乐,《寻秦记》里谁是主演？
王旭,生肖,马,王旭是什么生肖啊？
对手戏,要求,两个演员,你知道演对手戏需要什么？
后夺舍时代,分 类,仙侠,《后夺舍时代》属于哪种分类？
中国高校女神排行榜,代表,陈都灵、章泽天、黄灿灿、王志瑜[1],中国高校女神排行榜的代表都有谁？
周一围,爱好,话剧，旅游,周一围有什么喜好？
波塞冬,父母,克洛诺斯（父亲）、瑞亚（母亲）,波塞冬的父母是谁？
大清最后的格格：步云衢,小说状态,已完结,《大清最后的格格：步云衢》现在是什么状态？
爱微视ph150,屏幕尺寸,15英寸,爱微视ph150有多大的屏幕尺寸？
歪,四角号码,10101,歪的四角号码是多少？
子西,名,夏,子西的名是什么？
布洛芬混悬液,汉语拼音,bu luo fen hun xuan ye,你拼写下布洛芬混悬液的汉语拼音？
android studio,软件授权,免费专业版,android studio属于哪种软件授权？
koyo 51234轴承,d(内径),170mm,koyo 51234轴承的d(内径)是多少？
战地2,运行环境,win2000/winxp/win2003/winvista,战地2可以在什么环境下运行？
丽江瓜玳国酒店,楼高,3层,丽江瓜玳国酒店有多少层楼？
算了吧,词曲,吕浩峰,《算了吧》是由谁作词谱曲？
今夜谁来共舞,所属专辑,纵容美丽,《今夜谁来共舞》属于哪个专辑？
今日的5年2班,出品,「今日的5年2班」制作委员会,《今日的5年2班》是由谁出品的？
迎水西里,建筑年代,1984-01-01,迎水西里什么时候建筑的？
天威cc388a-加粉乐,适用机型,hp laserjet p1007/1008 hp las,天威cc388a-加粉乐适用于哪些机型？
2-氨基-5-溴苯甲酸,cas,5794-88-7,2-氨基-5-溴苯甲酸的cas是多少？
真诚,反义词,虚伪、虚假.,真诚有哪些反义词？
网络营销案例,相关人物,刘东明 水秋池 谢松杰,你知道网络营销案例的相关人物有哪些吗？
鑫龙电器,上市代码,2298,鑫龙电器上市代码是多少？
斯普林菲尔德,夏令时间,mdt（utc-6）,斯普林菲尔德的夏令时间是多少？
浪川大辅,婚姻状况,已婚,浪川大辅是已婚还是未婚？
郑州市第二中学,教师,390,郑州市第二中学有多少名教师？
脑外伤后遗症,主要症状,自主神经功能失调 神经过敏,请问脑外伤后遗症的主要症状有哪些？
火星战神,系统,与iphone、ipodtouch和ipad兼容。,火星战神与何种系统兼容？
光州松汀站,谚文,광주송정역,你知道光州松汀站的谚文吗？
广州恒大淘宝足球俱乐部,董事长,张勇,广州恒大淘宝足球俱乐部的董事长叫什么？
温泉关战役,日期,前480年8月11日,告诉我温泉关战役的具体时间？
成都谢菲联足球俱乐部,角逐赛事,中国足球甲级联赛,成都谢菲联足球俱乐部要参加什么赛事？
《隋唐英雄》,发行地区,中国大陆,《隋唐英雄》是在什么地方发行的？
中山市欧普照明股份有限公司,主要产品,灯具照明,你知道中山市欧普照明股份有限公司的主要产品是什么吗？
oapro sanbus 2342,产品类型,hba光纤通道卡,oapro sanbus 2342的产品类型是？
陈昊宇,大学,厦门理工学院 台湾元智大学,陈昊宇是哪个大学哪个学院的？
白成铉,出道作品,1994年电影《不能实现的渴望》,请问白诚铉哪年发布的出道作品，叫什么名字啊？
角宿一,质量,10.25m☉,请告诉我角宿一的质量是？
反恐特勤队,规模,行动队141名,这次反恐特勤队的规模能达到多少人啊？
握菱铁斋,声优,梁田清之（日），李香生（台）,握菱铁斋的声优是谁呢？
koyo nu1012轴承,od(外径),95mm,koyo nu1012轴承的外径是多少毫米？
世界报,拥有者,unidad editorial,世界报的拥有者是谁？
捩,unicode,cjk 统一汉字 u+6369,捩的汉字编码是啥？
深圳市奥德机械有限公司,成立地点,香港,深圳市奥德机械有限公司的成立地点在哪里呀？
赛文·奥特曼,台湾,超人七號、光能王子,赛文·奥特曼在台湾被叫做什么？
大岩山（岩）组,命名,浙江地矿局第七地质大队,大岩山（岩）组是根据哪个大队而命名的？
罗马帝国,首都,罗马、拉文纳、君士坦丁堡,罗马帝国的首都是什么？
风满楼,出品人,魏翔、何欣,风满楼是由谁出品的？
skf mb12轴承,系列,mb(l)锁定垫圈,skf mb12轴承属于什么系列？
清水河,流域面积,1041平方公里,目前清水河流域的面积有多大？
366网上商城,投资,河北讯成投资有限公司,366网上商城是由哪个公司投资的啊？
我爱董小姐,作词者,冯强,我爱董小姐的由谁作词？
河南建筑职业技术学院,教师人数,660,河南建筑职业技术学院的教师有多少了？
帕兹曼德福卢,人口（2011年）,994,2011年帕兹曼德福卢到底有多少人？
战地2 起源勋章(mos)模组,发行阶段,未发行,战地2 起源勋章(mos)模组发行阶段进行到哪步了？
辩护人,各地片名翻译,逆权大状,辩护人这部影片都被其他地方翻译成什么名字了呢？
纵贯线,获得荣誉,华语金曲奖2010十大华语金曲、年度最佳国语歌曲（《出发（亡命之徒）》），最佳艺人行销，最佳演出管理，年度艺人，评审团大奖,请告诉我纵贯线近年来所获得的奖项有哪些？
内蒙古医药专修学院,教学班,48个,你知道内蒙古医药专修学院有几个班吗？
鬼节,节日时间,七月半、农历3月3日等,鬼节是啥时候啊？
周建华,擅长,皮肤病性病,我想知道周建华擅长治疗什么病啊？
湛江市富昌水产冷冻厂,员工,1800多人,你知道湛江市富昌水产冷冻厂有多少工人吗？
氟,沸点,-188.12℃,考考你，氟的沸点是多少啊？
倾城女子魅天下,小说书号,349034,我想知道倾城女子魅天下的书号，能告诉我吗？
张老庄村,影响,大决战真正宣告结束,张老庄村对战役有啥影响？
石头寨村,降水量,1734.5毫米,石头寨村的降水量有多少？
天魔,来自,《创世西游》,天魔是从哪里来的啊？
兰州交通大学国际交流合作处,联系地址,兰州交通大学教育科技中心7楼,你能告诉我兰州交通大学国际交流合作处的具体联系地址吗？
柳原站,所属业者,四国旅客铁道（jr四国）,柳原站归谁所属？
新刀剑神域,主角,桐谷,新刀剑神域的主角是谁啊？
甘石散,功能主治,下疳疮,甘石散是治疗什么的呀？
社会民主党,建立,1996年1月19日,社会民主党是什么时候建立的呢？
阿斯顿·马丁one-77,最大功率,760hp,阿斯顿·马丁one-77的最大功率能到多少？
南门街道,常住人口,29000余人,南门街道有多少人常住呢？
上海市虹口区江湾医院,建院年份,一九五三年九月,上海市虹口区江湾医院是哪年建的院？
流氓蛋糕店,播出国家／地区,台湾,流氓蛋糕店是哪个地区播出的？
伦敦帝国学院,职工,"3,692位（2014年）[2]",你知道伦敦帝国学院的职工有多少位吗？
使你佳283水簇鱼缸专用胶,颜色,透明及用户要求的其它颜色。,使你佳283水簇鱼缸专用胶的颜色是什么？
2012全球大学创意博览会,年份,2012,请问2012全球大学创意博览会是几几年举办的？
马西村,下辖,四个自然村共,你知道马西村下辖一共几个自然村吗？
索泰gtx560ti 1gd5 毁灭者,核心频率,850mhz,索泰gtx560ti 1gd5 毁灭者的核心频率是多少？
魔兽变种akt,病毒长度,25173字节,告诉我一下魔兽变种akt的长度是多少？
鲜美6号,作物种类,西瓜,鲜美6号是哪一个作物种类？
天津江明不锈钢制品有限公司,企业类型,有限责任公司,你知道天津江明不锈钢制品有限公司是什么类型的公司吗?
中国社会科学院研究生院,院长,黄晓勇教授,请问中国社会科学院研究生院的院长是谁？
mala ml168-1800,电池容量,1700mah,请问mala ml168-1800的电池容量是多少？
速龙3000+,二级缓存,512 kb,你知道速龙3000+的二级缓存是多少吗？
我的阳光我的风,作曲者,知己二重唱,我的阳光我的风的作曲人是谁？
北京地铁2号线,最高速度,75千米/小时,你知道北京地铁2号线的最高速度是多少吗?
sap,应用范围,商业智能（bi）系统,请问sap应用于什么系统？
武媚娘传奇,制作国家／地区,中国大陆,你知道武媚娘传奇是哪个国家制作的吗？
中国缘·十大国际友人,主办,中国人民对外友好协会,请问中国缘·十大国际友人的主办方是谁？
锁肛痔,发病部位,肛管直肠,你知道锁肛痔的发病部位在哪里吗？
大学城北站,站台数目,3,请问大学城北站有几个站台？
圣兰布雷希特,人口（2005）,"1,580",谁能告诉我圣兰布雷希特2005年的人口数？
兰博基尼aventador,参考价格,648.80~738.88万,兰博基尼aventador的参考价格是多少万？
红旗水库,集水面积,70平方千米,请问红旗水库的集水面积是多少平方千米？
勇士之斧,秒伤,2.7,勇士之斧的秒伤是多少？
南义堂村,所属乡镇,庞各庄镇,请问一下南义堂村属于哪个乡镇？
张剑飞,现任,高新区芳草街街道党工委副书记,你知道张剑飞的现任职务是什么吗？
博世ksl20s55,能效等级,b级,博世ksl20s55的能效等级是几级？
织物净水压试验仪,操作方法,试样应水平放置不鼓起,织物净水压试验仪是如何操作的？
visual foxpro与sql数据库应用基础教程,印次,1-2,visual foxpro与sql数据库应用基础教程的印次是什么？
大内ic,连接道路,国道105号,大内ic连接哪条道路？
博辣红艳,品种类别,辣椒,请问博辣红艳属于什么品种？
