question,predict_answer,accurate_answer
谁知道上海风神环境设备工程有限公司的价值观是什么？,智慧改变环境，创新改变生活,智慧改变环境，创新改变生活
请问卫城的南北有多长？,1500米,1500米
财务经理的认证是怎样说明的？,为顺应世界经济一体化,为顺应世界经济一体化
谁知道xeusb5.sys涉及什么？,电脑,电脑
请问杭州市信苑宾馆的房间里有什么设施？,24小时热水、卫生间、淋浴,24小时热水、卫生间、淋浴
请问明治大学的创始人是谁？,岸本辰雄、宫城浩蔵、矢代操,岸本辰雄、宫城浩蔵、矢代操
谁知道约瑟夫·高登-莱维特活跃在什么年代？,1988-至今,1988-至今
请问格力fb-40b1应该怎么摆放？,壁扇,壁扇
有人知道深度撞击号是什么时间发射的吗？,2005-01-12 18:47:08.574 utc (10年零20日之前) [1][2],2005-01-12 18:47:08.574 utc (10年零20日之前) [1][2]
请问激流坑是什么时候动工的？,2012年9月6日上午,2012年9月6日上午
谁知道clean calendar widget pro的版本号是什么？,2.8,2.8
我想请问神秘岛是什么时候发表的？,1874.1.1～1875.12.15,1874.1.1～1875.12.15
我想请问枸杞叶蛋皮汤要用什么食材？,土鸡蛋3个,土鸡蛋3个
请问辛烷值检测仪可以待机多久？,100小时,100小时
请问重庆市人民政府办公厅关于印发重庆市卫生和计划生育委员会主要职责内设机构和人员编制规定的通知是什么机关发布的？,重庆市人民政府办公厅[1],重庆市人民政府办公厅[1]
我想知道我是一棵小草是在哪里首播的？,北京电视台影视频道,北京电视台影视频道
我想知道内斯的iso 3166码是多少？,no-0236,no-0236
请问三星ua55b8000xf的最佳观看距离是多远？,4.1～5.0米,4.1～5.0米
我很好奇明文伯仁西洞庭山图现在藏于哪里？,台北故宫博物院,台北故宫博物院
我想知道捷波悍马hi08的cpu插槽是什么型号？,lga 1155,lga 1155
我很好奇蔡村有多少劳动力？,900人,900人
谁知道苏州非凡视觉婚纱摄影属于什么行业？,婚纱摄影,婚纱摄影
我很好奇直-5生产了多少？,558,558
我很好奇大卫·皮萨罗现在在哪个球队？,佛罗伦萨俱乐部,佛罗伦萨俱乐部
请问富士xp200的感光器件是什么？,cmos,cmos
请问泥鸽靶有多少页？,327,327
我很好奇一路劲嗨是什么介质？,cd,cd
请问暗恋像炸弹的编曲是谁？,吕绍淳，,吕绍淳，
我想知道广东环境保护工程职业学院的指导思想是什么?,育人为本 德育为先 全面发展,育人为本 德育为先 全面发展
请问古岭坑村有多少山林？,5351亩,5351亩
我想知道北武当山的主峰海拔有多高？,2254米,2254米
请问白羊坦克主要使用的是什么武器？,qf2磅炮,qf2磅炮
我想知道按摩保健图解：美容·塑身是多少开的？,24,24
我很好奇扒河流域有多大？,1531平方公里,1531平方公里
我很好奇贩卖黑奴及其废除国际纪念日是什么时候开始的？,1997年,1997年
我想知道泰格斯tss109ap怎么携带？,便携式,便携式
我想知道布莱尼姆宫是哪个国家的？,英国,英国
谁知道儿童素质教育指导的负责人是谁？,郭长青,郭长青
请问希望英语现在怎么样了？,己停播,己停播
谁知道五星村有多大面积？,506公顷,506公顷
我想知道伊岛商用除湿机dh-8138c的产品编号是多少？,：105658-777,：105658-777
有人知道邪龙县属于什么类别吗？,古地名,古地名
我想知道e书生网的联系方式？,朝阳区时间国际4号楼502,朝阳区时间国际4号楼502
我很好奇佛罗伦萨的主保圣人是谁？,施洗约翰,施洗约翰
我想知道在九龙巴士61m线的服务时间以外有没有什么替代路线？,九龙巴士60m线、九龙巴士n260线,九龙巴士60m线、九龙巴士n260线
请问阔克达拉村的区号是多少？,0906,0906
请问二十四节气与健康人生的主讲人是谁？,高巍,高巍
我想知道王大锤是谁演的？,罗宏明  （白客）,罗宏明  （白客）
谁知道迅钢护肩的耐力有多少？,+29,+29
我很好奇锦衣卫是个什么性质的机构？,军政特务机构,军政特务机构
谁知道莘的笔顺是什么？,横竖竖捺横捺撇横横竖,横竖竖捺横捺撇横横竖
我想知道爱的相对论是在哪个台上线的？,2013年12月4日 东南卫视,2013年12月4日 东南卫视
我想知道腐男塾是在哪里出现的？,日本,日本
我想知道锡金书带蕨是根据什么命名的？,(横断山区维管植物),(横断山区维管植物)
请问甜薯羹是用什么做的？,甜薯、芝麻、粘米粉、红糖、清水,甜薯、芝麻、粘米粉、红糖、清水
我很好奇透闪石的比重是多少？,2.9-3.2g/cm3,2.9-3.2g/cm3
我想知道玉龙寺组有多厚？,340～380米,340～380米
我想知道赵东俊最出名的音乐作品是什么？,小时候,小时候
请问大禹华邦什么时候开盘？,2010-07-01,2010-07-01
黄蜂级两栖攻击舰的前身是什么有人知道吗？,塔拉瓦级两栖攻击舰,塔拉瓦级两栖攻击舰
请问国邮史诗大全发行了多少？,限量发行2000册,限量发行2000册
请问安乐甸村委主要种什么？,玉米、水稻等,玉米、水稻等
我想知道汉庭快捷苏州饮马桥店位于什么商业区？,观前街地区,观前街地区
请问gateway nv79c用的什么处理器？,英特尔 酷睿 i5,英特尔 酷睿 i5
我想知道铭客mbox的品牌定位是什么？,艺术背景墙第一品牌,艺术背景墙第一品牌
谁知道郭英剑是什么时候毕业的？,1999年3月,1999年3月
请问张公铎是哪个朝代的？,唐朝,唐朝
请问注射用厄他培南应该怎么用？,一天一次,一天一次
谁知道戴尔xps 14(xps14d-4818)的核心架构是什么？,ivy bridge,ivy bridge
我想知道特译翻译的宗旨？,守信、守时和保密,守信、守时和保密
我很好奇明神农式“飞龙”七弦琴是什么等级？,二级,二级
我想知道西班牙超级杯这一届的冠军是谁？,马德里竞技（第2次）,马德里竞技（第2次）
我很好奇秋山信友的主君是谁？,武田信玄,武田信玄
你知道intel expi9400pf的总线是什么类型吗？,pci-e,pci-e
我想知道联邦科学与工业研究组织的总部在哪？,"堪培拉, 首都领地, 澳大利亚","堪培拉, 首都领地, 澳大利亚"
谁知道委陵菜是什么时候采收？,春季,春季
请问宇宙-2运载火箭用的是什么燃料？,煤油/红发烟硝酸,煤油/红发烟硝酸
我想知道九龙巴士85k线用了多少车？,16辆,16辆
伊桑·艾伦级潜艇是哪个国家的你知道吗？,美国,美国
我想知道地狱火乐队是什么组合？,摇滚乐队,摇滚乐队
我想知道疯狂的麦咭是什么类型的节目？,明星亲子益智历险闯关节目,明星亲子益智历险闯关节目
我很好奇江楠楠喜欢的人是谁？,江楠楠,江楠楠
我想知道电热鼓风干燥箱的性能有什么特点？,适合测定煤中水分,适合测定煤中水分
祁连山国家级自然保护区是哪个单位管的有人知道吗？,祁连山国家级自然保护区管理局,祁连山国家级自然保护区管理局
我想知道任东升现在是做什么的？,辽宁周易研究会理事,辽宁周易研究会理事
我想知道大英帝国勋章的格言是什么？,为了上帝和帝国,为了上帝和帝国
请问广州大沙岛宾馆有什么服务设施？,商务中心、ddd电话,商务中心、ddd电话
我想知道鄞州高桥有多高？,6.8米,6.8米
请问shv-e300s有多少个核心？,八核,八核
创见storejet 25 classic(640gb)的缓存是多少有人知道吗？,(mb)8,(mb)8
可降解餐具属于什么产品有人知道吗？,一种是天然材料制成,一种是天然材料制成
谁知道khsys nasip20有几个硬盘盘位？,20,20
维克托·奥诺普科代表国家队有什么成绩？,出场115次，进7球,出场115次，进7球
从化滴翠山庄占地多少有人知道吗？,共162亩,共162亩
右江民族医学院医学检验学院采取怎样的教学方式有人知道吗？,全日制,全日制
我很好奇中国好声音的亚军是谁？,张恒远,张恒远
我想知道吉祥话的编曲是谁？,李荣浩,李荣浩
你知道星湖社区一共占地多少吗？,107000平方米,107000平方米
我想知道石井苗子是干什么的？,艺人,艺人
你知道中宇mcd380的信噪比是多少码,,nan
我想知道震旦as048碎纸的效果怎么样？,5x47mm,5x47mm
友信达u92又叫什么手机有人知道吗？,u92,u92
我想知道重庆轨道交通1号线是什么时候开通的？,一期2011.07.28，二期2012.12.20,一期2011.07.28，二期2012.12.20
我很好奇bottles and cans的游戏语言是什么？,英文,英文
你知道胡萝卜山药烧羊肉要用什么材料吗？,羊腩、胡萝卜、山药、姜、羊骨汤,羊腩、胡萝卜、山药、姜、羊骨汤
苏联民航217号班机空难是什么类型的事故有人知道吗？,飞行事故,飞行事故
你知道lg bp420的视频格式是什么吗？,mpeg2、flv、wmv 等,mpeg2、flv、wmv 等
上海洋河宾馆有什么娱乐设施吗？,棋牌室,棋牌室
请帮我给敛钱注音好吗？,ㄌㄧㄢˇ ㄑㄧㄢˊ,ㄌㄧㄢˇ ㄑㄧㄢˊ
我想知道武林外史上在多看被评了多少分？,9.0,9.0
请问火影之未来的未来现在到什么进度了？,已完结,已完结
六优105种在哪里有人知道吗？,盆周山区及稻麦采等三熟制地区,盆周山区及稻麦采等三熟制地区
陈亮村盛产什么？,硅砂石、油茶林等,硅砂石、油茶林等
擒凶记的制作需要多少钱？,"$2,500,000","$2,500,000"
菜鸟团现在的首发状态是？,他站首发,他站首发
角都的敌人是谁？,旗木卡卡西,旗木卡卡西
孔鲤是哪年离开人世的？,公元前481年,公元前481年
小小爱情我和你由谁混缩？,鼻音哥,鼻音哥
魔法门之英雄无敌ⅱ需要多大容量的硬盘？,100m,100m
兰利号航空母舰由多少人编制？,1569人,1569人
2014年澳大利亚网球公开赛需要什么样的场地？,室外硬地,室外硬地
红枝小檗的海拔区间是？,4000-4300,4000-4300
阿尔法afr-g4是什么类型的路由器？,宽带路由器,宽带路由器
夏布画什么时候产生的？,20世纪,20世纪
你知道杜兰尼帝国的是什么政体吗？,君主制,君主制
新石器时代的标志是什么？,磨制石器,磨制石器
brcatel bct-5137的成像器材是什么？,1/3英寸sony superhad ccd,1/3英寸sony superhad ccd
孙家泉村的区号是什么啊？,312,312
伊吕波纸牌的载体是什么？,日本都市文化的宝贵遗产,日本都市文化的宝贵遗产
次氯酸钙怎么保存呢？,密封干燥保存,密封干燥保存
山西省实施《中华人民共和国各级人民代表大会常务委员会监督法》经由什么会议发布？,第十一届人民代表大会常务委员会,第十一届人民代表大会常务委员会
理光2012ld的具体颜色类型是？,黑白,黑白
totolink n200r+最高传输速率有多少？,300mbps,300mbps
霸王色霸气的日文怎么写？,覇王色の覇気,覇王色の覇気
吕梁东方百合大酒店有多少房间？,100余间,100余间
雷王初中距县城有多远？,25公里,25公里
秘鲁航空603号班机空难之前要开往哪里？,智利贝尼特斯准将国际机场‎,智利贝尼特斯准将国际机场‎
请分别告诉我朝河兰的多高？多重？,5英呎 3英吋 / ― 磅,5英呎 3英吋 / ― 磅
黑魔术学园在什么期间发表的？,2001年7月21日－2003年6月25日,2001年7月21日－2003年6月25日
掠骨者是什么样的影片？,恐怖、悬疑、科幻,恐怖、悬疑、科幻
设备安装技术专业需要修业几年？,三年,三年
米盖尔·艾曼由哪个商家制造？,zaft,zaft
世界脊柱裂和脑积水病日在公历上是哪天？,2016年10月25日,2016年10月25日
武汉新荣商贸中心用了多少土地面积？,177亩,177亩
豫单919适宜在什么地方播种？,河南省各地夏播种植,河南省各地夏播种植
环法自行车赛总共有多少奖金？,320万欧元（约500多万美元）,320万欧元（约500多万美元）
晚霞红风景石的名字由何而来？,石体多以似晚霞般红遍全体,石体多以似晚霞般红遍全体
曾水良与谁合作？,朱洪彬,朱洪彬
380号州际公路什么时候形成的？,1973年[2],1973年[2]
华塔村的自然村有多少个？,五个,五个
log10的功能是？,: 对数函数log,: 对数函数log
中华人民共和国第九届大学生运动会有多少比赛项目？,12个项目,12个项目
第四届宋庆龄杯两岸暨港澳青少年足球赛有多少赛事？,6场,6场
2011亚太网印制像展由哪个单位组织？,中国网印及制像协会,中国网印及制像协会
型录设计：技巧与工艺的尺寸和重量分别是多少？,23x26x1.3cm;780g,23x26x1.3cm;780g
网球王子由谁设计色彩搭配？,津守裕子,津守裕子
北岛最高海拔有多少？,103.6米,103.6米
酷寒之地的首都叫什么？,海里奥加巴鲁斯 heliogabalus,海里奥加巴鲁斯 heliogabalus
联想b470/g470/v470/v570/z570/b570的电池电压是多少？,11.1v,11.1v
tangmo最喜欢什么色？,粉色,粉色
比亚迪f3行李舱有多少升？,480升,480升
